Rank,Name,Price,Market Cap,Volume (24h),Circulating Supply,Change (24h),Change (7d),Change (1h)
58,Theta Network,138.06537079387604,138065370793.87604,1463252131.391359,1000000000,4.4175079,8.59848109
59,Aave,8599.071823208356,127830227895.09084,7715999227.406287,14865584.39366503,3.82239113,15.00719977
60,Notcoin,1.2180834914858345,124842628881.03629,23030009498.595013,102491027711.69781,-1.30230874,3.57847029
61,JasmyCoin,2.483135647281826,122418586609.36229,9133827134.795246,49299999677.16958,0.17298923,0.16122007
62,THORChain,361.21735667725306,121464359993.723,12724833950.865334,336263908,2.40199069,6.19543767
63,Algorand,12.811871775875273,104829392659.5042,2423174404.7750616,8182207447.384676,2.87509102,12.13194244
64,Core,115.66612671690469,103625065772.7974,4481806687.513685,895898122.5888368,0.57370492,0.97402911
65,Pyth Network,28.004809157778553,101517123488.71281,3891533828.572545,3624988940.891091,1.25791978,3.44288396
66,Jupiter,73.80990837644781,99643376308.20456,7692383294.996236,1350000000,3.79142881,16.14848829
67,Celestia,511.1269308963042,99425933656.331,7992811923.101169,194522979.804604,-4.28381126,-7.69735243
68,Sei,29.405606767127907,89687100639.74011,4612707929.26569,3050000000,1.33171119,-3.11256357
69,Flare,2.0816262344940797,89208008325.93938,678216265.1677682,42854959669.36666,-0.72766012,6.94100282
70,Ethereum Name Service,2767.0975203674047,87542675467.65942,28659916322.642178,31637004.05327089,10.5664606,41.59644012
71,Quant,6945.870901115789,83855679570.99483,948558662.7632606,12072738,4.03590242,8.93809296
72,Starknet,57.361005771102086,83755127130.87083,3763019933.3112497,1460140491,-2.64645422,-5.30401866
73,KuCoin Token,867.3822056759341,82870122932.6164,56997565.64378285,95540492.28856075,0.29017018,7.69335654
74,Flow,54.19278478105291,81927573812.34978,2314926668.6604185,1511780104,0.87463361,2.53357845
75,Gala,2.385964057182811,77056032002.21912,5606988900.659807,32295554398.753937,0.51208399,2.04593956
76,Akash Network,317.4979081016834,77008090355.54378,4077815707.2005725,242546764.531377,4.76087218,28.82215198
77,Bitcoin SV,3881.9725350493973,76564120046.45091,2429387334.8157597,19722993.75,0.28355108,4.71949699
78,Axie Infinity,516.250118088761,76086672496.52797,2680051551.0726643,147383351.2682046,-0.51437432,1.88759863
79,EOS,50.46785002057353,75650939112.51114,6987427298.0782175,1498992706.8752,1.39896957,4.56633801
80,Beam,1.4909033870262307,73749033156.72485,1281099438.9082859,49466004168,7.53324536,9.99123843
81,MultiversX,2711.5382087258486,73569896659.87775,3706862642.408859,27132163,7.29124224,11.53803941
82,BitTorrent [New],7.566227573620426e-05,73259728259.13402,1926928884.9970953,968246428571000,-0.49130501,3.80646145
83,Neo,1001.8650379350219,70670388595.7071,1911605041.250718,70538831,1.33410602,6.9217592
84,dYdX (Native),117.78853252614448,69910572962.87712,1721113251.2558825,593526139.29,-1.75786605,0.5570731
85,ORDI,3305.9303506957344,69424537364.61043,9284230825.764708,21000000,-1.92110019,11.45907047
86,Tezos,68.76805682189038,67909346833.22628,1451716909.4711685,987512952.548766,0.81610597,5.67086307
87,Ethena,44.536568538207405,67709501855.743454,5887798015.113842,1520312500,-0.89286876,-6.50881643
88,Pendle,434.86254607839186,67371849915.7627,4369202338.657694,154926770.59297192,0.02002272,-11.77182218
89,SingularityNET,53.11570507470403,66535457764.8062,1756716379.8206947,1252651314.1683443,1.21784317,1.6259941
90,The Sandbox,28.857233933469256,65830043351.5251,4914519878.088467,2281231926.2233224,1.8818041,4.57308499
91,Gnosis,25162.570727485436,65160691205.047554,792730214.3099651,2589588,2.33903318,1.11865418
92,USDD,86.52868637969927,63504585777.443054,468452548.295181,733913669.956534,0.02030876,0.28003918
93,GateToken,676.8889108802255,63020028091.42224,253694089.88718385,93102467.89162357,-0.56225983,4.7484146
94,Conflux,14.991411824645741,62087364691.38424,3722900266.9384565,4141528857.83,9.02339905,16.7026999
95,Ronin,179.9855556624432,60187037860.843544,710120327.0454516,334399266.87073874,-0.94438212,-4.20067873
96,zkSync,16.26234052698933,59764101436.68579,18711356428.133854,3675000000,6.76663168,14.92688297
97,MANTRA,71.94275452825461,59760098907.377594,1384809235.9215915,830661812.9822589,7.55019533,22.5100835
98,BOOK OF MEME,0.8657746042917769,59709295011.095245,8922632456.147573,68966327627.43,2.33305119,18.16754799
99,Nexo,105.98299194754846,59350476656.44004,477980237.2293567,560000011,1.78995609,6.19664716
100,Wormhole,32.96206180557751,59331711250.03951,4720947843.381344,1800000000,6.17692452,10.92640355
